Log Start 
5/15/2024 4:02:23 PM	0
Time (ms)	Index	 	 	 	 	 	
0	0.04869387	0.750932	0.02021162	-0.1224433	0.485257	-0.2397585
20	0.2266939	0.759932	0.3742116	-0.1224433	0.485257	-0.2397585
353.3333	0.2266939	0.759932	0.3742116	-0.1224433	0.485257	-0.2397585
407.4373	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
424.4391	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
436.7112	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
447.485	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
458.3651	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
470.4303	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
481.1487	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
491.7202	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
503.2389	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
514.7628	0.2266939	0.759932	0.4292116	-0.1224433	0.485257	-0.2397585
526.2177	0.2761798	0.759932	-0.002075449	0.1571632	-0.605036	0.2185777
537.191	0.2761729	0.759932	-0.002086326	0.1571655	-0.6050438	0.2185761
548.0096	0.2761787	0.759932	-0.002073705	0.157166	-0.6050454	0.2185757
558.283	0.2761821	0.759932	-0.002059102	0.1571659	-0.6050451	0.2185758
570.0403	0.2761894	0.759932	-0.002040952	0.1571634	-0.6050367	0.2185775
581.3475	0.276181	0.759932	-0.002058029	0.1571639	-0.6050383	0.2185772
591.9169	0.2761816	0.759932	-0.002046213	0.1571662	-0.6050462	0.2185756
602.8978	0.276186	0.759932	-0.002040192	0.1571651	-0.6050425	0.2185763
613.6093	0.2761845	0.759932	-0.002053365	0.1571656	-0.6050441	0.218576
624.5397	0.2761916	0.759932	-0.002046153	0.1571675	-0.6050509	0.2185746
636.1755	0.2761925	0.759932	-0.00206165	0.1571655	-0.6050438	0.2185761
646.3773	0.2761972	0.759932	-0.002050206	0.1571651	-0.6050424	0.2185764
657.5345	0.2761946	0.759932	-0.002037361	0.1571661	-0.6050458	0.2185756
669.3228	0.2761749	0.759932	-0.00207004	0.1571671	-0.6050494	0.2185749
680.5446	0.2761784	0.759932	-0.002051413	0.157166	-0.6050455	0.2185757
691.2454	0.276179	0.759932	-0.00203827	0.1571682	-0.605053	0.2185741
702.1996	0.276183	0.759932	-0.002033398	0.1571672	-0.6050498	0.2185748
713.1375	0.2761795	0.759932	-0.002052978	0.1571662	-0.6050462	0.2185756
723.4486	0.2761805	0.759932	-0.002059013	0.157168	-0.6050526	0.2185742
735.1788	0.2761905	0.759932	-0.002053723	0.1571668	-0.6050484	0.2185751
746.3181	0.2762054	0.759932	-0.002033159	0.1571682	-0.605053	0.2185741
757.4837	0.2762221	0.759932	-0.00202556	0.1571644	-0.6050401	0.2185768
768.217	0.2762245	0.759932	-0.002037182	0.1571626	-0.6050339	0.2185781
